underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
JBSS32,JBSSC875,20/03/2026,82,,E,"87,50",OTM,"+24,61","4,63","+157,22",13/11/2025,2,"3.704,00","56,4","0,3555","0,0164","-0,0625","-1,35","15,0465",,,,,,,,,20%+ OTM (loteria),"18,5",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
JBSS32,JBSSJ88,16/10/2026,226,,E,"88,00",OTM,"+25,32",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSC885,20/03/2026,82,,E,"88,50",OTM,"+26,03",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSC895,20/03/2026,82,,E,"89,50",OTM,"+27,46",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSC905,20/03/2026,82,,E,"90,50",OTM,"+28,88",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSD955,17/04/2026,101,,E,"95,50",OTM,"+36,00",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB101,19/02/2027,308,,E,"101,00",OTM,"+43,83",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB103,19/02/2027,308,,E,"103,00",OTM,"+46,68",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSF105,19/06/2026,143,,E,"105,00",OTM,"+49,53","3,18",,29/08/2025,1,"15.900,00",,,,,,,"1,00",5.000,0,0,1,1,,,20%+ OTM (loteria),,,Média,,0,1,0,0,1
JBSS32,JBSSB105,19/02/2027,308,,E,"105,00",OTM,"+49,53",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB107,19/02/2027,308,,E,"107,00",OTM,"+52,38",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB109,19/02/2027,308,,E,"109,00",OTM,"+55,23",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB111,19/02/2027,308,,E,"111,00",OTM,"+58,07",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB113,19/02/2027,308,,E,"113,00",OTM,"+60,92",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB115,19/02/2027,308,,E,"115,00",OTM,"+63,77",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB117,19/02/2027,308,,E,"117,00",OTM,"+66,62",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSB119,19/02/2027,308,,E,"119,00",OTM,"+69,47",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JHSF3,JHSFK465,21/11/2025,3,,E,"4,56",ITM,"-37,45","1,44",,14/10/2025,3,"17.328,00",,,,,,,"1,00",0,0,12.000,1,1,,,ITM,,,Média,,0,1,0,0,1
JHSF3,JHSFL469,19/12/2025,23,,E,"4,63",ITM,"-36,49",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFK475,21/11/2025,3,,E,"4,66",ITM,"-36,08",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL479,19/12/2025,23,,E,"4,73",ITM,"-35,12",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFK485,21/11/2025,3,,E,"4,76",ITM,"-34,71","1,20",,14/10/2025,1,"600,00",,,,,,,"1,00",0,0,500,1,1,,,ITM,,,Baixa,,0,0,0,0,0
JHSF3,JHSFL489,19/12/2025,23,,E,"4,83",ITM,"-33,74","2,29",,13/11/2025,1,"229,00",,,,,,,"1,00",100,0,0,1,1,,,ITM,,,Baixa,,0,0,0,0,0
JHSF3,JHSFG504,17/07/2026,163,,E,"4,83",ITM,"-33,74","2,70","+35,00",13/11/2025,4,"3.531,00","36,7","0,9597","0,0415","-0,0030","-0,11","0,4939","0,67",4.400,1.000,42.800,8,12,,,ITM,"38,6",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFK495,21/11/2025,3,,E,"4,86",ITM,"-33,33",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFK510,21/11/2025,3,,E,"5,01",ITM,"-31,28","2,22","+111,42",14/11/2025,4,"27.531,00",,,,,,,"0,50",0,12.300,1.900,1,2,,,ITM,,,Média,,0,1,0,0,1
JHSF3,JHSFA510,16/01/2026,39,,E,"5,07",ITM,"-30,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL519,19/12/2025,23,,E,"5,13",ITM,"-29,63",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFK530,21/11/2025,3,,E,"5,21",ITM,"-28,53","2,05","+9,62",14/11/2025,2,"4.310,00","29,5","0,9545","0,1751","-0,0040","-0,19","0,1771","0,50",0,2.000,200,1,2,,,ITM,"29,5",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFA530,16/01/2026,39,,E,"5,27",ITM,"-27,71",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL539,19/12/2025,23,,E,"5,33",ITM,"-26,89","1,75","+12,90",13/11/2025,1,"3.500,00","25,6","0,9548","0,1528","-0,0037","-0,21","0,2315","0,33",3.000,0,300,1,3,,,ITM,"25,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFK550,21/11/2025,3,,E,"5,41",ITM,"-25,79","1,35","+3,05",04/11/2025,1,"135,00","29,3","0,8857","0,3374","-0,0048","-0,36","0,3782","0,50",3.100,0,1.300,3,6,,,ITM,"20,9",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFA550,16/01/2026,39,,E,"5,47",ITM,"-24,97",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL559,19/12/2025,23,,E,"5,53",ITM,"-24,14","0,80","0,00",20/10/2025,1,"80,00","26,3","0,9347","0,2009","-0,0041","-0,51","0,3073","1,00",0,0,400,1,1,,,ITM,"11,7",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
JHSF3,JHSFK570,21/11/2025,3,,E,"5,61",ITM,"-23,05","1,49","-1,32",13/11/2025,1,"149,00","31,3","0,9415","0,2276","-0,0049","-0,33","0,1916","0,30",800,7.100,42.800,3,10,,,ITM,"21,7",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFA570,16/01/2026,39,,E,"5,67",ITM,"-22,22",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL579,19/12/2025,23,,E,"5,73",ITM,"-21,40","1,41","+54,94",13/11/2025,1,"141,00","29,4","0,9067","0,2310","-0,0046","-0,33","0,4091","0,50",100,2.500,3.100,2,4,,,ITM,"21,3",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
JHSF3,JHSFK590,21/11/2025,3,,E,"5,81",ITM,"-20,30","1,50","+15,38",14/11/2025,11,"14.834,00","104,0","0,9706","0,0827","-0,0124","-0,82","0,0522","0,58",1.000,24.200,90.000,7,12,,,ITM,"21,2",Dobra com 20-40% no ativo,Média,Theta médio,0,1,1,0,2
JHSF3,JHSFG604,17/07/2026,163,,E,"5,83",ITM,"-20,03","2,10","+27,27",14/11/2025,5,"3.212,00","23,6","0,9486","0,0775","-0,0033","-0,16","0,6065","1,06",36.500,4.500,137.100,37,35,,,ITM,"30,4",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
JHSF3,JHSFA590,16/01/2026,39,,E,"5,87",ITM,"-19,48",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL599,19/12/2025,23,,E,"5,93",ITM,"-18,66","0,86","+53,57",04/11/2025,1,"7.740,00","30,6","0,9069","0,2287","-0,0050","-0,58","0,3965","0,60",1.000,0,14.000,3,5,,,ITM,"13,0",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
JHSF3,JHSFK610,21/11/2025,3,,E,"6,01",ITM,"-17,56","1,15","+0,87",14/11/2025,2,"234,00","83,6","0,9299","0,1611","-0,0145","-1,26","0,1340","0,25",6.200,8.800,21.400,5,20,,,ITM,"17,0",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
JHSF3,JHSFA610,16/01/2026,39,,E,"6,07",ITM,"-16,74","1,31",,14/11/2025,1,"131,00","33,4","0,9379","0,1274","-0,0047","-0,36","0,3516","1,00",0,0,100,1,1,,,ITM,"19,2",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
JHSF3,JHSFL619,19/12/2025,23,,E,"6,13",ITM,"-15,91","0,62","+6,89",04/11/2025,1,"124,00","27,9","0,9129","0,2371","-0,0049","-0,79","0,3803","0,44",4.000,100,7.900,4,9,,,ITM,"9,3",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
JHSF3,JHSFA630,16/01/2026,39,,E,"6,27",ITM,"-13,99",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JHSF3,JHSFL639,19/12/2025,23,,E,"6,33",ITM,"-13,17","1,04","+22,35",14/11/2025,2,"41.800,00","32,3","0,8979","0,2480","-0,0058","-0,56","0,3963","0,17",1.700,0,38.200,2,12,,,ITM,"15,9",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
JHSF3,JHSFA650,16/01/2026,39,,E,"6,47",ITM,"-11,25","0,60","+53,84",07/11/2025,1,"1.620,00","24,6","0,7890","0,4086","-0,0051","-0,85","0,8317",,,,,,,,,ITM,"10,4",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
JHSF3,JHSFA670,16/01/2026,39,,E,"6,67",ITM,"-8,50","0,39","+875,00",04/11/2025,1,"1.950,00","23,3","0,6466","0,5460","-0,0050","-1,28","1,0869","1,00",0,0,45.000,2,2,,,ITM,"8,3",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
JHSF3,JHSFA690,16/01/2026,39,,E,"6,87",ITM,"-5,76","0,36","-12,19",07/11/2025,1,"144,00","24,9","0,5993","0,5377","-0,0053","-1,47","1,1155","0,50",0,0,500,1,2,,,ITM,"8,2",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
KEPL3,KEPLK650,19/11/2026,249,,E,"5,96",ITM,"-40,64",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KEPL3,KEPLL650,18/12/2026,269,,E,"5,96",ITM,"-40,64",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KEPL3,KEPLA650,15/01/2027,285,,E,"5,96",ITM,"-40,64",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KEPL3,KEPLB650,19/02/2027,308,,E,"5,96",ITM,"-40,64",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI14,18/09/2026,207,,E,"14,47",ITM,"-19,25","5,14","+12,96",28/10/2025,4,"2.047,00",,,,,,,"3,00",0,0,1.900,6,2,,,ITM,,,Baixa,,0,0,0,0,0
KLBN11,KLBNI152,18/09/2026,207,,E,"14,97",ITM,"-16,46",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI159,18/09/2026,207,,E,"15,47",ITM,"-13,67",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNE160,21/05/2027,371,,E,"15,49",ITM,"-13,56",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI162,18/09/2026,207,,E,"15,97",ITM,"-10,88","4,37","-2,45",02/09/2025,1,"437,00",,,,,,,,,,,,,,,ITM,,,Baixa,,0,0,0,0,0
KLBN11,KLBNE165,21/05/2027,371,,E,"15,99",ITM,"-10,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI169,18/09/2026,207,,E,"16,47",ITM,"-8,09",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNE170,21/05/2027,371,,E,"16,49",ITM,"-7,98","4,40","0,00",30/10/2025,1,"440,00",,,,,,,"0,40",0,0,8.000,2,5,,,ITM,,,Baixa,,0,0,0,0,0
KLBN11,KLBNI172,18/09/2026,207,,E,"16,97",ITM,"-5,30",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI177,18/09/2026,207,,E,"17,47",ITM,"-2,51",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
KLBN11,KLBNI182,18/09/2026,207,,E,"17,97",ATM,"+0,28",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
KLBN11,KLBNI187,18/09/2026,207,,E,"18,47",OTM,"+3,07","2,55",,05/11/2025,1,"765,00","17,7","0,7998","0,0917","-0,0094","-0,37","4,8289","1,00",0,300,0,1,1,,,0-5% OTM (colada),"17,8",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
KLBN11,KLBNI192,18/09/2026,207,,E,"18,97",OTM,"+5,86",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
KLBN11,KLBNI20,18/09/2026,207,,E,"20,47",OTM,"+14,23",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
KLBN11,KLBNI21,18/09/2026,207,,E,"20,97",OTM,"+17,02","1,33",,29/09/2025,1,"133,00","20,6","0,5097","0,1091","-0,0077","-0,58","7,0740","1,00",0,100,0,1,1,,,15-20% OTM,"14,6",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
KLBN11,KLBNI217,18/09/2026,207,,E,"21,47",OTM,"+19,81",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
KLBN11,KLBNK214,19/11/2026,249,,E,"21,47",OTM,"+19,81","0,82",,10/11/2025,1,"4.674,00","14,5","0,4526","0,1519","-0,0064","-0,78","7,1385","1,00",600,0,5.100,1,1,,,15-20% OTM,"10,1",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
KLBN11,KLBNI1,18/09/2026,207,,E,"21,97",OTM,"+22,60",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
KLBN11,KLBNI226,18/09/2026,207,,E,"22,47",OTM,"+25,39",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
KLBN11,KLBNI232,18/09/2026,207,,E,"22,97",OTM,"+28,18",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
KLBN11,KLBNI236,18/09/2026,207,,E,"23,47",OTM,"+30,97",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
KLBN11,KLBNI242,18/09/2026,207,,E,"23,97",OTM,"+33,76",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
KLBN11,KLBNE265,21/05/2027,371,,E,"25,99",OTM,"+45,03","0,89","+18,66",05/11/2025,1,"89,00","19,3","0,3644","0,0806","-0,0051","-0,57","9,0768","0,75",4.300,0,600,3,4,,,20%+ OTM (loteria),"13,6",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
KLBN11,KLBNE270,21/05/2027,371,,E,"26,49",OTM,"+47,82",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LREN3,LRENJ142,16/10/2026,226,,E,"14,23",ITM,"-6,13","3,34","+1,82",03/11/2025,2,"672,00","35,9","0,7559","0,0610","-0,0081","-0,24","4,4969","1,00",4.900,0,100.100,2,2,,,ITM,"29,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
LREN3,LRENA172,15/01/2027,285,,E,"16,73",OTM,"+10,36","5,65","+1,80",17/06/2025,2,"1.685,00","32,3","0,8307","0,0340","-0,0080","-0,14","5,8025","0,67",0,0,2.100,2,3,,,5-15% OTM (aposta),"44,9",Precisa de 40%+ no ativo,Baixa,Theta baixo,1,0,0,1,2
LWSA3,LWSAI700,18/09/2026,207,,E,"7,00",OTM,"+66,67","0,25",,12/11/2025,1,"25,00","52,5","0,2639","0,1676","-0,0020","-0,80","1,2144","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"22,6",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
LWSA3,LWSAI720,18/09/2026,207,,E,"7,20",OTM,"+71,43",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI740,18/09/2026,207,,E,"7,40",OTM,"+76,19",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI76,18/09/2026,207,,E,"7,60",OTM,"+80,95",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI780,18/09/2026,207,,E,"7,80",OTM,"+85,71",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI800,18/09/2026,207,,E,"8,00",OTM,"+90,48",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI820,18/09/2026,207,,E,"8,20",OTM,"+95,24",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI84,18/09/2026,207,,E,"8,40",OTM,"+100,00",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAL850,18/12/2026,269,,E,"8,45",OTM,"+101,19","0,25","-21,87",12/11/2025,1,"25,00","55,1","0,2372","0,1332","-0,0017","-0,68","1,2995","2,00",0,0,400,2,1,,,20%+ OTM (loteria),"25,1",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
LWSA3,LWSAI860,18/09/2026,207,,E,"8,60",OTM,"+104,76",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI880,18/09/2026,207,,E,"8,80",OTM,"+109,52",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI900,18/09/2026,207,,E,"9,00",OTM,"+114,29",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI920,18/09/2026,207,,E,"9,20",OTM,"+119,05",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI94,18/09/2026,207,,E,"9,40",OTM,"+123,81",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI960,18/09/2026,207,,E,"9,60",OTM,"+128,57",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
LWSA3,LWSAI980,18/09/2026,207,,E,"9,80",OTM,"+133,33",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MBRF3,MBRFK139,19/11/2026,249,,E,"13,94",ITM,"-42,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MBRF3,MBRFL139,18/12/2026,269,,E,"13,98",ITM,"-42,70",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MBRF3,MBRFL186,18/12/2026,269,,E,"19,48",ITM,"-20,16","3,05","+1,66",07/11/2025,4,"2.429,46","34,3","0,6432","0,0587","-0,0092","-0,30","6,9007","2,00",0,0,3.334,4,2,,,ITM,"19,4",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
MBRF3,MBRFJ186,16/10/2026,226,,E,"19,49",ITM,"-20,12",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MBRF3,MBRFK187,19/11/2026,249,,E,"19,60",ITM,"-19,67",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MBRF3,MBRFJ191,16/10/2026,226,,E,"20,08",ITM,"-17,70",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MBRF3,MBRFJ211,16/10/2026,226,,E,"21,12",ITM,"-13,44",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MGLU3,MGLUC329,19/03/2027,328,,E,"23,94",OTM,"+149,64",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ48,16/10/2026,226,,E,"48,44",OTM,"+405,11",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ488,16/10/2026,226,,E,"48,94",OTM,"+410,32",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ49,16/10/2026,226,,E,"49,44",OTM,"+415,54",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ498,16/10/2026,226,,E,"49,94",OTM,"+420,75",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ50,16/10/2026,226,,E,"50,69",OTM,"+428,57",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MGLU3,MGLUJ516,16/10/2026,226,,E,"51,69",OTM,"+439,00",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
MOTV3,MOTVH124,21/08/2026,188,,E,"12,41",ITM,"-23,25",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVI124,18/09/2026,207,,E,"12,41",ITM,"-23,25",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVJ124,16/10/2026,226,,E,"12,41",ITM,"-23,25",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVH129,21/08/2026,188,,E,"12,91",ITM,"-20,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVI129,18/09/2026,207,,E,"12,91",ITM,"-20,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVJ129,16/10/2026,226,,E,"12,91",ITM,"-20,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVH134,21/08/2026,188,,E,"13,41",ITM,"-17,07",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVI134,18/09/2026,207,,E,"13,41",ITM,"-17,07",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVJ134,16/10/2026,226,,E,"13,41",ITM,"-17,07","4,64",,11/11/2025,2,"931,00","22,7","0,9478","0,0302","-0,0072","-0,16","1,6558","1,00",0,0,100,1,1,,,ITM,"30,3",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
MOTV3,MOTVH139,21/08/2026,188,,E,"13,91",ITM,"-13,98",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVI139,18/09/2026,207,,E,"13,91",ITM,"-13,98",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVJ13,16/10/2026,226,,E,"13,91",ITM,"-13,98","4,20","-0,47",12/11/2025,2,"843,00",,,,,,,"1,00",0,0,59.500,1,1,,,ITM,,,Baixa,,0,0,0,0,0
MOTV3,MOTVH144,21/08/2026,188,,E,"14,41",ITM,"-10,88",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVI144,18/09/2026,207,,E,"14,41",ITM,"-10,88",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOTV3,MOTVJ144,16/10/2026,226,,E,"14,41",ITM,"-10,88","3,91",,11/11/2025,12,"81.431,00","24,4","0,8887","0,0501","-0,0078","-0,20","2,9446","1,00",0,0,10.400,1,1,,,ITM,"27,2",Dobra com 20-40% no ativo,Alta,Theta baixo,0,2,1,1,4
MOVI3,MOVIH590,21/08/2026,188,,E,"5,75",ITM,"-46,31",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOVI3,MOVIJ590,16/10/2026,226,,E,"5,75",ITM,"-46,31",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOVI3,MOVIH610,21/08/2026,188,,E,"5,95",ITM,"-44,44",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MOVI3,MOVIJ61,16/10/2026,226,,E,"5,95",ITM,"-44,44",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
MRVE3,MRVEK50,19/11/2027,496,,E,"5,00",ITM,"-40,62","4,10","+13,88",11/11/2025,3,"1.210,00",,,,,,,"1,00",100,0,100,2,2,,,ITM,,,Baixa,,0,0,0,0,0
MRVE3,MRVEL77,18/12/2026,269,,E,"7,70",ITM,"-8,55","2,50","+23,76",13/11/2025,2,"1.000,00","39,5","0,8067","0,0780","-0,0044","-0,18","2,4427","2,40",1.700,0,7.200,12,5,,,ITM,"36,8",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
MRVE3,MRVEI890,17/09/2027,454,,E,"8,90",OTM,"+5,70","2,21","+60,14",12/11/2025,11,"13.288,00","37,1","0,7374","0,0794","-0,0037","-0,17","3,6093","6,00",80.000,0,13.300,12,2,,,5-15% OTM (aposta),"35,6",Dobra com 20-40% no ativo,Média,Theta baixo,1,1,1,1,4
MULT3,MULTI260,18/09/2026,207,,E,"25,64",ITM,"-13,82","6,79","+3,98",14/11/2025,2,"1.359,00",,,,,,,"1,00",2.500,0,293.300,4,4,,,ITM,,,Baixa,,0,0,0,0,0
NATU3,NATUJ550,15/10/2027,473,,E,"5,50",ITM,"-29,67",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
NATU3,NATUJ650,15/10/2027,473,,E,"6,50",ITM,"-16,88",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
NATU3,NATUB850,19/02/2027,308,,E,"8,50",OTM,"+8,70","1,52","-36,13",11/11/2025,3,"956,00","34,8","0,6693","0,1208","-0,0039","-0,26","3,1295","6,00",0,0,77.900,6,1,,,5-15% OTM (aposta),"29,0",Dobra com 20-40% no ativo,Baixa,Theta baixo,1,0,1,1,3
