underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
CSAN3,CSANI980,17/09/2027,454,,E,"9,80",OTM,"+58,32","0,78","+116,66",29/10/2025,2,"156,00","36,7","0,4457","0,1293","-0,0025","-0,32","3,2928","1,00",0,0,21.400,2,2,,,20%+ OTM (loteria),"28,3",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSAN3,CSANI120,17/09/2027,454,,E,"12,00",OTM,"+93,86","0,04",,07/10/2025,2,"4.329,00","18,9","0,0656","0,0833","-0,0004","-1,00","1,0364","1,00",0,0,33.300,1,1,,,20%+ OTM (loteria),"9,9",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
CSAN3,CSANL161,18/12/2026,269,,E,"16,25",OTM,"+162,52",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CSMG3,CSMGG152,17/07/2026,163,,E,"14,53",ITM,"-63,08",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGH152,21/08/2026,188,,E,"14,53",ITM,"-63,08",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGJ264,16/10/2026,226,,E,"26,03",ITM,"-33,85",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGK264,19/11/2026,249,,E,"26,03",ITM,"-33,85",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGL264,18/12/2026,269,,E,"26,03",ITM,"-33,85",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGA26,15/01/2027,285,,E,"26,03",ITM,"-33,85",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGB264,19/02/2027,308,,E,"26,03",ITM,"-33,85","15,90",,06/11/2025,2,"3.227,00",,,,,,,"1,00",0,200,0,1,1,,,ITM,,,Baixa,,0,0,0,0,0
CSMG3,CSMGL26,18/12/2026,269,,E,"26,53",ITM,"-32,58",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGL28,18/12/2026,269,,E,"28,03",ITM,"-28,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGG344,17/07/2026,163,,E,"34,03",ITM,"-13,52","7,20","-4,76",12/11/2025,1,"720,00","22,7","0,7397","0,0475","-0,0176","-0,24","9,7477","5,33",5.500,0,16.600,32,6,,,ITM,"24,7",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSMG3,CSMGJ370,16/10/2026,226,,E,"37,03",ITM,"-5,90",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGJ380,16/10/2026,226,,E,"38,03",ITM,"-3,35",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSMG3,CSMGJ400,16/10/2026,226,,E,"40,03",ATM,"+1,73",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CSMG3,CSMGL419,18/12/2026,269,,E,"41,53",OTM,"+5,54","5,44","+29,52",14/11/2025,2,"1.090,00","20,4","0,7254","0,0403","-0,0188","-0,35","13,5440","0,67",1.600,0,4.998.600,2,3,,,5-15% OTM (aposta),"19,1",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CSMG3,CSMGJ449,16/10/2026,226,,E,"44,53",OTM,"+13,16","0,80","0,00",15/09/2025,1,"62.320,00","17,8","0,2429","0,0514","-0,0078","-0,97","10,7243","0,17",1.522.000,0,0,1,6,,,5-15% OTM (aposta),"8,4",Dobra com até 20% no ativo,Alta,Theta médio,1,2,2,0,5
CSMG3,CSMGK449,19/11/2026,249,,E,"44,53",OTM,"+13,16","3,71","+19,67",14/11/2025,2,"759,00","21,6","0,5782","0,0464","-0,0178","-0,48","15,2452","1,00",1.522.000,600,10.000,9,9,,,5-15% OTM (aposta),"16,3",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CSMG3,CSMGL449,18/12/2026,269,,E,"44,53",OTM,"+13,16","1,13","0,00",15/09/2025,1,"88.027,00","17,5","0,3033","0,0541","-0,0089","-0,79","12,8901","0,17",1.522.000,0,0,1,6,,,5-15% OTM (aposta),"9,5",Dobra com até 20% no ativo,Alta,Theta médio,1,2,2,0,5
CSMG3,CSMGA449,15/01/2027,285,,E,"44,53",OTM,"+13,16","3,78","-17,82",24/10/2025,2,"732,00","23,8","0,5462","0,0410","-0,0162","-0,43","16,0628","0,43",1.522.000,0,300,3,7,,,5-15% OTM (aposta),"17,6",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CSMG3,CSMGB449,19/02/2027,308,,E,"44,53",OTM,"+13,16","3,85","-6,55",13/11/2025,2,"1.525,00","19,7","0,5967","0,0465","-0,0164","-0,43","16,3776","0,40",1.522.500,0,1.000,4,10,,,5-15% OTM (aposta),"16,4",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CSMG3,CSMGL480,18/12/2026,269,,E,"48,03",OTM,"+22,06","1,07",,09/10/2025,2,"96.606,00","22,2","0,2509","0,0397","-0,0086","-0,80","11,4841","1,00",90.000,0,0,1,1,,,20%+ OTM (loteria),"10,8",Dobra com até 20% no ativo,Alta,Theta médio,0,2,2,0,4
CSNA3,CSNAA681,15/01/2027,285,,E,"6,81",ITM,"-21,27","2,81","-3,76",10/11/2025,3,"2.529,00","34,1","0,8294","0,0811","-0,0033","-0,12","2,3231","3,00",0,11.900,2.600,9,3,,,ITM,"39,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSNA3,CSNAF681,18/06/2027,390,,E,"6,81",ITM,"-21,27","3,28","-1,50",14/11/2025,1,"1.640,00","34,0","0,8512","0,0657","-0,0030","-0,09","2,4090","0,75",0,0,86.800,3,4,,,ITM,"44,5",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
CSNA3,CSNAK681,19/11/2027,496,,E,"6,81",ITM,"-21,27","3,25","+1,56",11/11/2025,2,"645,00",,,,,,,"0,33",300,0,400,1,3,,,ITM,,,Baixa,,0,0,0,0,0
CSNA3,CSNAD804,16/04/2027,347,,E,"8,04",ITM,"-7,05","2,35","-23,45",11/11/2025,2,"474,00","34,9","0,6847","0,1128","-0,0033","-0,14","3,2114","1,00",66.000,0,10.400,11,11,,,ITM,"39,7",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSNA3,CSNAI804,17/09/2027,454,,E,"8,04",ITM,"-7,05","3,27","+22,93",03/11/2025,5,"279.100,00","23,7","0,9276","0,0462","-0,0036","-0,11","1,7307","0,50",700,0,198.900,4,8,,,ITM,"40,8",Precisa de 40%+ no ativo,Alta,Theta baixo,0,2,0,1,3
CSNA3,CSNAF10,18/06/2027,390,,E,"10,01",OTM,"+15,72","1,87","+17,61",13/11/2025,2,"375,00","34,7","0,6708","0,0956","-0,0041","-0,22","3,9440","0,83",3.000,0,7.600,5,6,,,15-20% OTM,"32,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSNA3,CSNAF110,18/06/2027,390,,E,"11,01",OTM,"+27,28",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CSNA3,CSNAF120,18/06/2027,390,,E,"12,01",OTM,"+38,84","1,30","+30,00",23/10/2025,1,"650,00","32,6","0,4640","0,1144","-0,0033","-0,26","4,2313","0,40",1.800,0,5.000,2,5,,,20%+ OTM (loteria),"32,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSNA3,CSNAF130,18/06/2027,390,,E,"13,01",OTM,"+50,40",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CSNA3,CSNAF140,18/06/2027,390,,E,"14,01",OTM,"+61,97","0,57","-45,71",05/11/2025,1,"57,00","29,6","0,3245","0,1111","-0,0028","-0,49","3,9372","0,60",800,0,2.400,3,5,,,20%+ OTM (loteria),"20,3",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CVCB3,CVCBJ55,15/10/2027,473,,E,"5,50",OTM,"+203,87",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CXSE3,CXSEI85,18/09/2026,207,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ850,16/10/2026,226,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK85,19/11/2026,249,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL85,18/12/2026,269,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEA850,15/01/2027,285,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEB85,19/02/2027,308,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEC85,19/03/2027,328,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSED850,16/04/2027,347,,E,"7,55",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI95,18/09/2026,207,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ950,16/10/2026,226,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK95,19/11/2026,249,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL95,18/12/2026,269,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEA950,15/01/2027,285,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEB95,19/02/2027,308,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEC95,19/03/2027,328,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSED950,16/04/2027,347,,E,"8,55",ITM,"-44,80",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI131,18/09/2026,207,,E,"12,30",ITM,"-20,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ132,16/10/2026,226,,E,"12,30",ITM,"-20,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK131,19/11/2026,249,,E,"12,30",ITM,"-20,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL131,18/12/2026,269,,E,"12,30",ITM,"-20,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI136,18/09/2026,207,,E,"12,80",ITM,"-17,37",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ137,16/10/2026,226,,E,"12,80",ITM,"-17,37",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK136,19/11/2026,249,,E,"12,80",ITM,"-17,37",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL136,18/12/2026,269,,E,"12,80",ITM,"-17,37",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI146,18/09/2026,207,,E,"13,80",ITM,"-10,91",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ147,16/10/2026,226,,E,"13,80",ITM,"-10,91",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK146,19/11/2026,249,,E,"13,80",ITM,"-10,91","2,35","0,00",04/09/2025,1,"235,00","13,9","0,8877","0,0896","-0,0067","-0,29","2,9256","1,00",200,0,0,1,1,,,ITM,"17,1",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
CXSE3,CXSEL146,18/12/2026,269,,E,"13,80",ITM,"-10,91",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI1,18/09/2026,207,,E,"14,30",ITM,"-7,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ152,16/10/2026,226,,E,"14,30",ITM,"-7,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEK1,19/11/2026,249,,E,"14,30",ITM,"-7,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL1,18/12/2026,269,,E,"14,30",ITM,"-7,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEI156,18/09/2026,207,,E,"14,80",ITM,"-4,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEJ157,16/10/2026,226,,E,"14,80",ITM,"-4,45","1,71","0,00",15/08/2025,1,"684,00","14,1","0,7701","0,1331","-0,0065","-0,38","4,8943","0,50",0,100,200,1,2,,,ITM,"14,3",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
CXSE3,CXSEK156,19/11/2026,249,,E,"14,80",ITM,"-4,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CXSE3,CXSEL156,18/12/2026,269,,E,"14,80",ITM,"-4,45","2,26",,21/10/2025,12,"33.840,00",,,,,,,"1,00",0,0,7.300,1,1,,,ITM,,,Média,,0,1,0,0,1
CXSE3,CXSEI161,18/09/2026,207,,E,"15,30",ATM,"-1,23","1,89","+35,00",13/11/2025,2,"2.080,00","18,1","0,7620","0,1230","-0,0077","-0,41","4,3120","2,00",0,1.400,0,2,1,,,0-5% OTM (colada),"16,0",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
CXSE3,CXSEJ162,16/10/2026,226,,E,"15,30",ATM,"-1,23",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CXSE3,CXSEK161,19/11/2026,249,,E,"15,30",ATM,"-1,23",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CXSE3,CXSEL161,18/12/2026,269,,E,"15,30",ATM,"-1,23","2,38","+22,68",10/11/2025,5,"3.367,00","16,2","0,8333","0,0962","-0,0074","-0,31","4,0131","0,50",0,1.200,200,1,2,,,0-5% OTM (colada),"18,4",Dobra com até 20% no ativo,Média,Theta baixo,2,1,2,1,6
CXSE3,CXSEI166,18/09/2026,207,,E,"15,80",OTM,"+2,00",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CXSE3,CXSEJ167,16/10/2026,226,,E,"15,80",OTM,"+2,00","1,33","-2,20",31/10/2025,3,"538,00","13,0","0,7272","0,1754","-0,0070","-0,53","4,8313","1,00",0,100,100,1,1,,,0-5% OTM (colada),"11,8",Dobra com até 20% no ativo,Baixa,Theta médio,2,0,2,0,4
CXSE3,CXSEK166,19/11/2026,249,,E,"15,80",OTM,"+2,00",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CXSE3,CXSEL166,18/12/2026,269,,E,"15,80",OTM,"+2,00","1,47",,23/10/2025,2,"295,00","13,3","0,7326","0,1577","-0,0067","-0,46","5,1530","1,00",0,0,100,1,1,,,0-5% OTM (colada),"13,0",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
CXSE3,CXSEI171,18/09/2026,207,,E,"16,30",OTM,"+5,23",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEJ172,16/10/2026,226,,E,"16,30",OTM,"+5,23",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEK171,19/11/2026,249,,E,"16,30",OTM,"+5,23",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEL171,18/12/2026,269,,E,"16,30",OTM,"+5,23",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEI176,18/09/2026,207,,E,"16,80",OTM,"+8,46",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEJ177,16/10/2026,226,,E,"16,80",OTM,"+8,46",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEK176,19/11/2026,249,,E,"16,80",OTM,"+8,46",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEL176,18/12/2026,269,,E,"16,80",OTM,"+8,46","1,39","-12,02",13/11/2025,1,"139,00","16,7","0,6341","0,1429","-0,0067","-0,48","5,9411",,,,,,,,,5-15% OTM (aposta),"14,2",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CXSE3,CXSEI181,18/09/2026,207,,E,"17,30",OTM,"+11,68",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEJ182,16/10/2026,226,,E,"17,30",OTM,"+11,68",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEK181,19/11/2026,249,,E,"17,30",OTM,"+11,68","0,90",,04/11/2025,2,"182,00","14,2","0,5459","0,1847","-0,0060","-0,67","5,9868",,,,,,,,,5-15% OTM (aposta),"10,6",Dobra com até 20% no ativo,Baixa,Theta médio,1,0,2,0,3
CXSE3,CXSEL181,18/12/2026,269,,E,"17,30",OTM,"+11,68","1,25",,14/11/2025,1,"1.375,00","15,8","0,6074","0,1517","-0,0067","-0,54","6,1591","1,00",0,0,1.100,1,1,,,5-15% OTM (aposta),"13,3",Dobra com até 20% no ativo,Baixa,Theta médio,1,0,2,0,3
CXSE3,CXSEI186,18/09/2026,207,,E,"17,80",OTM,"+14,91",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEJ187,16/10/2026,226,,E,"17,80",OTM,"+14,91",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEK186,19/11/2026,249,,E,"17,80",OTM,"+14,91",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CXSE3,CXSEL186,18/12/2026,269,,E,"17,80",OTM,"+14,91",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CYRE3,CYREE15,21/05/2027,371,,E,"15,00",ITM,"-57,45","13,98","+11,75",04/06/2025,2,"4.176,00",,,,,,,"1,00",300,0,0,1,1,,,ITM,,,Baixa,,0,0,0,0,0
CYRE3,CYREI301,18/09/2026,207,,E,"30,18",ITM,"-14,38","5,25",,27/10/2025,1,"5.250,00","26,9","0,7507","0,0413","-0,0159","-0,30","9,0516","1,00",500,0,500,1,1,,,ITM,"19,8",Dobra com até 20% no ativo,Média,Theta baixo,0,1,2,1,4
CYRE3,CYREI306,18/09/2026,207,,E,"30,68",ITM,"-12,96","4,70","+6,57",27/10/2025,1,"4.700,00","26,7","0,7154","0,0450","-0,0158","-0,34","9,5683","2,00",0,0,1.000,2,1,,,ITM,"18,6",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
CYRE3,CYREI311,18/09/2026,207,,E,"31,18",ITM,"-11,55","4,45",,27/10/2025,1,"4.450,00","26,9","0,6933","0,0464","-0,0157","-0,35","9,9073","1,00",0,0,1.000,1,1,,,ITM,"18,2",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
CYRE3,CYREI316,18/09/2026,207,,E,"31,68",ITM,"-10,13",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI321,18/09/2026,207,,E,"32,18",ITM,"-8,71",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI326,18/09/2026,207,,E,"32,68",ITM,"-7,29",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI331,18/09/2026,207,,E,"33,18",ITM,"-5,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI336,18/09/2026,207,,E,"33,68",ITM,"-4,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI341,18/09/2026,207,,E,"34,18",ITM,"-3,04",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CYRE3,CYREI346,18/09/2026,207,,E,"34,68",ATM,"-1,62",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CYRE3,CYREI351,18/09/2026,207,,E,"35,18",ATM,"-0,20","4,58",,10/11/2025,2,"921,00","28,5","0,6545","0,0424","-0,0178","-0,39","11,2421","1,00",0,0,100,1,1,,,0-5% OTM (colada),"19,9",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
CYRE3,CYREI356,18/09/2026,207,,E,"35,68",ATM,"+1,22",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CYRE3,CYREI361,18/09/2026,207,,E,"36,18",OTM,"+2,64","3,50","+10,75",07/11/2025,1,"700,00","28,3","0,5683","0,0468","-0,0166","-0,47","11,6439","1,00",100,0,200,2,2,,,0-5% OTM (colada),"17,5",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
CYRE3,CYREI366,18/09/2026,207,,E,"36,68",OTM,"+4,06","3,90","+11,11",10/11/2025,2,"797,00","28,0","0,5988","0,0451","-0,0174","-0,45","11,8302","1,00",0,0,100,1,1,,,0-5% OTM (colada),"18,5",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
DIRR3,DIRRI125,18/09/2026,207,,E,"12,51",ITM,"-32,92","6,54",,11/11/2025,2,"1.325,00",,,,,,,,,,,,,,,ITM,,,Baixa,,0,0,0,0,0
DIRR3,DIRRK205,19/11/2026,249,,E,"20,53",OTM,"+10,08","1,96","+3,15",13/11/2025,2,"407,00","25,8","0,5735","0,0847","-0,0086","-0,44","7,0211","1,00",0,0,8.000,1,1,,,5-15% OTM (aposta),"18,3",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
EMBJ3,EMBJI550,18/09/2026,207,,E,"54,93",ITM,"-34,06","33,83","+2,36",,2,"16.921,00",,,,,,,"1,00",0,0,1.500,2,2,,,ITM,,,Média,,0,1,0,0,1
EMBJ3,EMBJH105,20/08/2027,435,,E,"105,00",OTM,"+26,05","15,00",,14/11/2025,1,"1.500,00","31,9","0,6117","0,0109","-0,0369","-0,25","42,1117","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"29,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
ENEV3,ENEVK950,19/11/2026,249,,E,"9,50",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ENEV3,ENEVL950,18/12/2026,269,,E,"9,50",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ENEV3,ENEVA950,15/01/2027,285,,E,"9,50",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ENEV3,ENEVB950,19/02/2027,308,,E,"9,50",ITM,"-51,26",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
EQTL3,EQTLJ34,16/10/2026,226,,E,"33,35",ITM,"-15,48","7,00","-11,61",16/10/2025,1,"700,00","25,0","0,8032","0,0313","-0,0179","-0,26","9,8295","1,25",4.300,0,1.600,5,4,,,ITM,"22,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
EQTL3,EQTLL350,18/12/2026,269,,E,"33,85",ITM,"-14,22",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
EQTL3,EQTLL36,18/12/2026,269,,E,"35,35",ITM,"-10,42","7,80","+20,00",05/11/2025,2,"3.090,00","16,1","0,9154","0,0239","-0,0182","-0,23","6,2647","1,00",0,0,100,1,1,,,ITM,"21,6",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
EQTL3,EQTLL378,18/12/2026,269,,E,"37,85",ITM,"-4,08",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
EZTC3,EZTCI120,18/09/2026,207,,E,"11,71",ITM,"-41,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
EZTC3,EZTCK120,19/11/2026,249,,E,"11,71",ITM,"-41,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
FLRY3,FLRYA14,15/01/2027,285,,E,"14,02",ITM,"-11,82","2,95","+8,45",24/10/2025,2,"599,00","18,5","0,8740","0,0709","-0,0068","-0,23","3,2737","0,75",0,0,2.700,3,4,,,ITM,"21,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
FLRY3,FLRYH200,21/08/2026,188,,E,"19,34",OTM,"+21,64","0,75","-29,90",12/11/2025,2,"162,00","22,3","0,3835","0,1228","-0,0063","-0,84","5,3151","1,00",0,0,700,2,2,,,20%+ OTM (loteria),"12,3",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
FLRY3,FLRYD200,16/04/2027,347,,E,"19,74",OTM,"+24,15","0,97","-39,37",04/11/2025,2,"214,00","25,2","0,5451","0,0820","-0,0064","-0,66","7,6090","0,83",300,0,7.700,5,6,,,20%+ OTM (loteria),"11,2",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
FLRY3,FLRYH220,21/08/2026,188,,E,"21,34",OTM,"+34,21","0,50",,14/11/2025,1,"450,00","26,7","0,2532","0,0868","-0,0052","-1,04","4,4109","1,00",0,0,900,1,1,,,20%+ OTM (loteria),"12,4",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
FLRY3,FLRYD220,16/04/2027,347,,E,"21,74",OTM,"+36,73","0,85",,22/10/2025,1,"425,00","28,1","0,3231","0,0751","-0,0046","-0,54","6,1144","1,00",0,0,500,1,1,,,20%+ OTM (loteria),"16,5",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
FLRY3,FLRYH240,21/08/2026,188,,E,"23,34",OTM,"+46,79",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
